x;y;z;Shear rate
-0.001009553801492184;-1.7583922713797128E-4;5.0E-5;2.8462527183220385
-0.00100372338001394;-1.7471790570930385E-4;5.000000000000001E-5;3.0650284117834694
-0.00100372338001394;-1.7836560539145674E-4;5.0E-5;3.286816607670468
-0.0010051346547198133;-1.6508740364841172E-4;5.0E-5;2.4221134254907337
-0.0010163549002487745;-1.7249547858726123E-4;5.0E-5;2.2353277697145493
-0.0010037233800139402;-1.8416907401674773E-4;5.0E-5;3.5785930070545926
-0.00100372338001394;-1.922481274733959E-4;5.0E-5;4.2329762995900895
-0.0010126519337039063;-1.8675793708864278E-4;5.0E-5;4.1070979971867905
-0.0010144596941150305;-1.843544552214345E-4;5.000000000000001E-5;3.8781370799833743
-0.0010162155504921918;-1.8198619669585093E-4;5.0E-5;3.3852210968010175
-0.0010159886132382822;-1.8525935103721686E-4;5.0E-5;4.394253552927163
-0.00100372338001394;-2.050469205057238E-4;5.000000000000001E-5;6.280166433208521
-0.0010049610737493664;-2.043242407230986E-4;5.0E-5;5.965819610329397
-0.00100372338001394;-2.029787658202503E-4;5.0E-5;5.383523591999805
-0.0010067383821491488;-2.0298794963535667E-4;4.9999999999999996E-5;5.21616556463237
-0.0010095180536898907;-1.9474455461629658E-4;5.0E-5;4.260003795431644
-0.0010160250281346446;-1.995565561116191E-4;4.9999999999999996E-5;5.027988762066135
-0.0010855852593449607;-7.259131431747587E-6;5.0E-5;1.5547847440198843
-0.0010921053049499255;-2.9174695911390533E-15;5.000000000000001E-5;1.398140366008079
-0.0010842566476679228;-2.8927225126627753E-15;4.9999999999999996E-5;1.2723655639927156
